,Post ID,Comments,,
929,Cxfu84CxATJ,She looks 65,,
930,Cxfu84CxATJ,I haven’t watched it yet but this girl looks like she’s in her 40’s and I know she ain’t 💀,,
931,Cxfu84CxATJ,What didn’t we just do one a couple months ago,,
932,Cxfu84CxATJ,Botox will make u look 60 when you’re actually 21 don’t do it,,
933,Cxfu84CxATJ,Well both aren’t working for her. 🤷🏻‍♀️,,
934,Cxfu84CxATJ,Is this how you want to promote love is blind? 🤦🏻‍♀️ what a joke,,
935,Cxfu84CxATJ,"She is not a nice person, and it’s hard for me to listen to how she talks down to people.  It’s hard to listen to her talk at all.  She communicates selfishly.",,
936,Cxfu84CxATJ,"Miss Stacy u need to buy a man who would cook ,clean ,entertain u ,ur not looking for a husband ur looking for a toy boy",,
937,Cxfu84CxATJ,Love bombed him like the typical narcissist and then switched personalities after the honeymoon.  She’s a classic narcissist.  Once they have you they switch and guilt you.  Make you question things.  She is one hundred percent not ready for a relationship,,
938,Cxfu84CxATJ,Stacy and Izzy are a couple of junior high school kids. Pathetic,,
939,Cxfu84CxATJ,I think Stacy is a total witch! I hope Izzy runs!!!!,,
940,Cxfu84CxATJ,"You are just a mean human, Izzy is too yall deserve eachother",,
941,Cxfu84CxATJ,Ughh.. I don’t normally despise people Idk and try to look at TV as fake but I can not stand this girl.. I feel so bad even saying it but she irritates the hell out of me,,
942,Cxfu84CxATJ,MAN SHE SUCKS AS A HUMAN BEING. on episode 7. Fuck what a brat....yikes!,,
943,Cxfu84CxATJ,Sad excuse for a woman.,,
944,Cxfu84CxATJ,Her make up is horrible. Looks like it was done by a mortician,,
945,Cxfu84CxATJ,They’re both bullies!,,
946,Cxfu84CxATJ,She is such a terrible person just rank!!!!,,
947,Cxfu84CxATJ,"Staceys the BS starter, i cant stand her anymore!! Shes an awful be!ng, judgmental & A BULLY. Johnie you didnt deserve anyy of that! It Lookd bad on HER how she Treats ALL PPL! Its Very unattractive of HeR & HiM to follow along w. her behavior, he literally said it turnd him on seeing her Jump you like that🚨🚩💰We see thru her lies & the 💩🍪 shes serving. You Keep Shining Johnie!!🫶🏻🦋✨",,
948,Cxfu84CxATJ,You are such a bully!! just watched episode 8 shame on you and the directors for keeping you there. You and Izzy are toxic. Johnnie is real and lovely you’re just an insecure mean girl. Hope the nation lets you have it 😡!,,
949,Cxfu84CxATJ,@_paigehaak_ 🙌🏼,,
950,CxdehXMRVhp,What show is this?,,
951,CxdehXMRVhp,Fun fact: Nami was the first girl he had ever seen in his whole life. This was why he couldn’t contain his excitement.,,
952,CxdehXMRVhp,"Nami is definitely stronger than me because if Sanji looked at me like that I would be asking ""What are we, now?"" 🤣",,
953,CxdehXMRVhp,Netflix needs to give up attempting live action originals from anime. They've failed now what 4 or is it 5 times now????,,
954,CxdehXMRVhp,,,
955,CxdehXMRVhp,I do 💍 I mean... what?,,
956,CxdehXMRVhp,Can't wait for season 2,,
957,CxdehXMRVhp,Just the wink alone 😍,,
958,CxdehXMRVhp,"I am Sanji, Sanji is me",,
959,CxdehXMRVhp,Same… Sanji. Same. ❤️,,
960,CxdehXMRVhp,Netflix makes the naruto movie or series. Film one: The Uchiha clan begins with Madara's story and ends with Sasuke and Itachi's fight. Film two: the story of naruto and ends with the announcement of the 4 ninja war. Film three: The ninja war Please netflix do this pleaseooooooooooooooooooooor You did well with the one piece,,
961,CxdehXMRVhp,"You and me both, bestie",,
962,CxdehXMRVhp,Nice try Sanji but Nami is only interested in protecting her home. She has no time for flirting,,
963,CxdehXMRVhp,Yes Chef 😍🥰😍🤌🏻,,
964,CxdehXMRVhp,CAPTION SO REAL,,
965,CxdehXMRVhp,frrrrrrr,,
966,CxdehXMRVhp,,,
967,CxdehXMRVhp,This guy Is half lebanese thats why he Is good looking,,
968,CxdehXMRVhp,😂😂😂,,
969,CxdehXMRVhp,Movie name please?,,
970,CxdehXMRVhp,😂😂😂💚💚💚,,
971,CxdehXMRVhp,Sanji though 🤭🤭😍😍,,
972,CxdehXMRVhp,Classic of Sanji 😂,,
973,CxdehXMRVhp,You got to play the most insufferable character in the show. All right. I'm going to get so hot they won't be able to resist.,,
974,CxdehXMRVhp,Whahhh😍,,
975,CxdehXMRVhp,😜,,
976,CxdehXMRVhp,😄😁😄😁😄😁☺,,
977,CxdehXMRVhp,😂🔥,,
978,CxdehXMRVhp,,,
979,CxdehXMRVhp,"Dying to watch season 2,I shouldn't started season 1🥺",,
980,CxdehXMRVhp,NOW WHY TF WOULD YALL MAKE THAT STUPID HOUSEHOLD RULE. DID YALL FORGET ABOUT THE COLLEGE KIDS ?? BFFR,,
981,CxdehXMRVhp,Its cannon that namis boobs get huge. Are you gunna make her get a boob job?,,
982,CxdehXMRVhp,🔥🔥🔥,,
983,CxdehXMRVhp,Available now 💯🔥,,
984,CxdehXMRVhp,Kaaayn 👍🏻,,
985,CxdehXMRVhp,cutu🥰 @letsdcode,,
986,CxdehXMRVhp,hahahha samedt sa caption😂 @pibialluz,,
987,CxdehXMRVhp,@ashawagamick us fr,,
988,CxdehXMRVhp,@adr_ik_o 🤣🤣🤣,,
989,CxdehXMRVhp,@lemme_see_aayat ❤️,,
990,CxdehXMRVhp,@_haritha_duraisingam_ @m_shyam_26,,
991,CxdehXMRVhp,@soso_theone nami 😂😂😂😂😂,,
992,CxdehXMRVhp,😍❤️❤️😍❤️😍❤️😍😍❤️,,
993,CxdehXMRVhp,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,
994,CxdehXMRVhp,"I'm giving out 5,000 doIIars to the families and friends of all those who have lost their lives in the Morocco’s earthquake🇲🇦",,
995,CxdehXMRVhp,A provocative laugh,,
996,CxdehXMRVhp,The force is strong on this one 😂,,
997,CxdehXMRVhp,Nami 😂😂😂 is a  nami,,
998,CxdehXMRVhp,me? Dead,,
999,CxdehXMRVhp,"Anyone recommend new series on Netflix that is not foreign based with English voice overs, Everything i seem to find is voice overs-frustrating.",,
1000,Cxdb_cYRYWU,Gilmore girls anyone 😌,,
1001,Cxdb_cYRYWU,The audacity to post this like u didn’t cancel most of our comfort shows🤦🏽‍♀️,,
1002,Cxdb_cYRYWU,Bridgerton!!!!!! Give us something for season 3 for the love of god!,,
1003,Cxdb_cYRYWU,Anne With An E,,
1004,Cxdb_cYRYWU,HEARTSTOPPER HERE I COME,,
1005,Cxdb_cYRYWU,Give me more content of my favorite show!! Give us the Six of Crows spinoff and Shadow and Bone season 3!,,
1006,Cxdb_cYRYWU,Heartstopper you mean,,
1007,Cxdb_cYRYWU,Gilmore Girls is my comfort show!,,
1008,Cxdb_cYRYWU,I would but they removed it from Netflix,,
1009,Cxdb_cYRYWU,too bad you cancelled some of them (i have a list),,
1010,Cxdb_cYRYWU,How can I knowing you cancel anne with an e??,,
1011,Cxdb_cYRYWU,"shadow & bone, now give us soc spin off !!!",,
1012,Cxdb_cYRYWU,Friends🫶🏼,,
1013,Cxdb_cYRYWU,Julie and the phantoms… but it’s almost like you cancelled it🤔,,
1014,Cxdb_cYRYWU,SHADOW AND BONE REALLLL,,
1015,Cxdb_cYRYWU,"Avatar the last air bender, or legend of Korra fashooo",,
1016,Cxdb_cYRYWU,Julie and the Phantoms,,
1017,Cxdb_cYRYWU,I would but you canceled it 😆,,
1018,Cxdb_cYRYWU,jatp,,
1019,Cxdb_cYRYWU,Ginny and Georgia,,
1020,Cxdb_cYRYWU,You cancelled inside job so,,
1021,Cxdb_cYRYWU,AVATAR THE LAST AIRBANDER,,
1022,Cxdb_cYRYWU,JULIE AND THE PHANTOMS,,
1023,Cxdb_cYRYWU,too bad you canceled Julie and the phantoms,,
1024,Cxdb_cYRYWU,Sex education last season 💔,,
1025,Cxdb_cYRYWU,Too bad you got rid of mine. 🙄,,
1026,Cxdb_cYRYWU,,,
1027,Cxdb_cYRYWU,,,
1028,Cxdb_cYRYWU,,,
1029,Cxdb_cYRYWU,,,
1030,Cxdb_cYRYWU,You canceled it (JATP) so thanks,,
1031,Cxdb_cYRYWU,,,
1032,Cxdb_cYRYWU,"Icarly🫶
Please give us a 4 season
#wewanticarlys4 #saveicarly  #icarlyreboot",,
1033,Cxdb_cYRYWU,You cancelled Julie and the Phantoms 🖕,,
1034,Cxdb_cYRYWU,,,
1035,Cxdb_cYRYWU,Two and a Hala men,,
1036,Cxdb_cYRYWU,,,
1037,Cxdb_cYRYWU,too bad you either canceled or removed most of mine,,
1038,Cxdb_cYRYWU,"Julie and the Phantoms is a great series, I was following it and I find myself indignant, how could they cancel it before the end of the story, how could they have so much irresponsibility and lack of consideration for their customers, if you're going to do something, do it right, that's one thing.",,
1039,Cxdb_cYRYWU,Really... You removed all my confort shows,,
1040,Cxdb_cYRYWU,,,
1041,Cxdb_cYRYWU,Anne with an E,,
1042,Cxdb_cYRYWU,,,
1043,Cxdb_cYRYWU,,,
1044,Cxdb_cYRYWU,Gilmore girls ❤️,,
1045,Cxdb_cYRYWU,gilmore girls!!!,,
1046,Cxdb_cYRYWU,Gilmore Girls,,
1047,Cxdb_cYRYWU,Gilmore Girls <3,,
1048,Cxdb_cYRYWU,@netflix  bring back Julie and the Phantoms!!!!!!!!!! That is my comfort show,,
1049,Cxdb_cYRYWU,@julieandthephantoms thats you b <3,,
1050,CxbAJlUxJQ5,I don’t find any interesting serial on Netflix anymore,,
1051,CxbAJlUxJQ5,"It should be Six of Crows Book, Six of Crows spin-off, and Season 3 of Shadow and Bone",,
1052,CxbAJlUxJQ5,We live we love we lie,,
1053,CxbAJlUxJQ5,You forgot One Pace anime,,
1054,CxbAJlUxJQ5,Marvel wale like karo,,
1055,CxbAJlUxJQ5,October 1st is mum's birthday,,
1056,CxbAJlUxJQ5,“I took nine. I’m probably more comfortable with six.”,,
1057,CxbAJlUxJQ5,"Dark season 1, 2 and 3",,
1058,CxbAJlUxJQ5,the real big 3,,
1059,CxbAJlUxJQ5,No ur wrong there is a very big difference between one piece anime and it's live action. Anime is way better than live action. I mean it would be crime to even compare it's anime with live action.,,
1060,CxbAJlUxJQ5,hot girls don’t want puppies hot girls want six of crows spin-off,,
1061,CxbAJlUxJQ5,,,
1062,CxbAJlUxJQ5,Season 3 Fate Winx,,
1063,CxbAJlUxJQ5,One piece live action,,
1064,CxbAJlUxJQ5,plans for 2024 bring back jatp,,
1065,CxbAJlUxJQ5,,,
1066,CxbAJlUxJQ5,😍😍❤️❤️,,
1067,CxbAJlUxJQ5,,,
1068,CxbAJlUxJQ5,,,
1069,CxbAJlUxJQ5,추천 프로그램 알고리즘은 나도 모르지만 기업마다 비슷하지 않을까?👏🏻👏🏼👏🏽👏🏾👏🏿,,
1070,CxbAJlUxJQ5,"Yeah cuz probably those are the shows you watch and that’s the reason why y’all waste billions of dollars to adapted well, But then you manage to cancel Sabrina without a proper ending and Fate The Winx Saga that needed more CGI y’all dind’t even cared #SaveFateTheWinxSaga",,
1071,CxbAJlUxJQ5,,,
1072,CxbAJlUxJQ5,@netflix @NetflixUK Please give us a season 3 of Fate the Winx Saga or sell the rights  #SaveFateTheWinxSaga  Fate: The Winx Saga Needs An End,,
1073,CxbAJlUxJQ5,@netflix @NetflixUK Please give us a season 3 of Fate the Winx Saga or sell the rights  #SaveFateTheWinxSaga  Fate: The Winx Saga Needs An End,,
1074,CxbAJlUxJQ5,@netflix @NetflixUK Please give us a season 3 of Fate the Winx Saga or sell the rights  #SaveFateTheWinxSaga  Fate: The Winx Saga Needs An End,,
1075,CxbAJlUxJQ5,"@netflix @NetflixUK Please give us a season 3 of Fate the Winx Saga or sell the rights 
#SaveFateTheWinxSaga 
Fate: The Winx Saga Needs An End",,
1076,CxbAJlUxJQ5,@netflix @NetflixUK Please give us a season 3 of Fate the Winx Saga or sell the rights  #SaveFateTheWinxSaga  Fate: The Winx Saga Needs An End,,
1077,CxbAJlUxJQ5,@kaleidoscopedsoul,,
1078,CxbAJlUxJQ5,@netflix @NetflixUK Please give us a season 3 of Fate the Winx Saga or sell the rights  #SaveFateTheWinxSaga  Fate: The Winx Saga Needs An End,,
1079,CxbAJlUxJQ5,Urgently watch my stories pls,,
1080,CxbAJlUxJQ5,🔥🔥,,
1081,CxbAJlUxJQ5,🔥,,
1082,CxbAJlUxJQ5,"@netflix ..3kings,, 3puppies 3pieces not one piece ..🔥",,
1083,CxbAJlUxJQ5,❤️,,
1084,CxbAJlUxJQ5,❤️❤️❤️❤️,,
1085,CxbAJlUxJQ5,netflix can you update to season 37 in one piece in argentina please,,
1086,CxbAJlUxJQ5,I loved somuch 🤩🥰,,
1087,CxbAJlUxJQ5,omg the last one,,
1088,CxbAJlUxJQ5,Cast Chloe Grace Moretz as lead in action movie or series🙌🏻🙌🏻🙌🏻,,
1089,CxbAJlUxJQ5,Cast Chloe Grace Moretz as a lead in some action movie or series🙌🏻🙌🏻,,
1090,CxbAJlUxJQ5,Cast Chloe Grace Moretz in some great action\comedy movie or series 🙌🏻🙌🏻🙌🏻🙌🏻,,
1091,CxbAJlUxJQ5,Cast Chloe Grace Moretz in some great movie or series 🙌🏻🙌🏻🙌🏻,,
1092,CxbAJlUxJQ5,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,
1093,CxbAJlUxJQ5,Once pièce live action,,
1094,CxbAJlUxJQ5,Hey DFAV💕,,
1095,CxbAJlUxJQ5,@netflix day 69 if trying to be put into this show!!!,,
1096,CxbAJlUxJQ5,😂😂😂😂😂😂😂😂,,
1097,CxbAJlUxJQ5,😮😍😍😍,,
1098,CxbAJlUxJQ5,When will Netflix be releasing episodes 11-16 of the Kdrama Miraculous Brothers? You guys have never  released an incomplete series that has already been shown in Korea. Can you please give an update? Thank you.,,
1099,CxbAJlUxJQ5,❤️❤️❤️❤️🔥🔥🔥🔥,,
1100,CxYwZnTRJ7P,Please another season can't leave it like that Skully Dushane come on please ❤️🙏,,
1101,CxYwZnTRJ7P,"I’ve not seen the show, but I absolutely love this post!!",,
1102,CxYwZnTRJ7P,Positivity coach?,,
1103,CxYwZnTRJ7P,the wire 2.0,,
1104,CxYwZnTRJ7P,Wagwan bruv!,,
1105,CxYwZnTRJ7P,Yo this is actually sick,,
1106,CxYwZnTRJ7P,Bless Up ❤️,,
1107,CxYwZnTRJ7P,❤️,,
1108,CxYwZnTRJ7P,Nice,,
1109,CxYwZnTRJ7P,Those pictures are looking great 😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉,,
1110,CxYwZnTRJ7P,#Wewantbridgertons3,,
1111,CxYwZnTRJ7P,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,
1112,CxYwZnTRJ7P,In my opinion Season 3 was made without love and passion. It feels like it was made just for the fans to shut up and end the series. Didnt felt the same feeling as in season 1 & 2,,
1113,CxYwZnTRJ7P,,,
1114,CxYwZnTRJ7P,I watched it waiting on the next season 🌹👁️🌹🙏🏽💯📽️🎬🔥,,
1115,CxYwZnTRJ7P,,,
1116,CxYwZnTRJ7P,@mertxtamer,,
1117,CxYwZnTRJ7P,😍😍😍📥📥📥💰💰💰📉📉📉👩‍💻👩‍💻,,
1118,CxYwZnTRJ7P,👏,,
1119,CxYwZnTRJ7P,🔥🔥,,
1120,CxYwZnTRJ7P,🔥,,
1121,CxYwZnTRJ7P,Wazzup homie I’m gon Pay You Off (6)Grand instantly when you HMU “Existing Soul”. Be optimistic,,
1122,CxYwZnTRJ7P,Are we getting another season ? @netflix,,
1123,CxYwZnTRJ7P,#Wewantbridgertons3,,
1124,CxYwZnTRJ7P,Reponer Colony please,,
1125,CxYwZnTRJ7P,Through the Frame,,
1126,CxYwZnTRJ7P,👏🔥❤️,,
1127,CxYwZnTRJ7P,😂😂nice,,
1128,CxYwZnTRJ7P,A1,,
1129,CxYwZnTRJ7P,#renewmidnightclubseason2,,
1130,CxYwZnTRJ7P,🔥🔥🔥,,
1131,CxYwZnTRJ7P,,,
1132,CxYwZnTRJ7P,init,,
1133,CxYwZnTRJ7P,🔥Series,,
1134,CxYwZnTRJ7P,🤩🤩,,
1135,CxYwZnTRJ7P,SICK🔥,,
1136,CxYwZnTRJ7P,Hey Mentos💕,,
1137,CxYwZnTRJ7P,I stopped watching it immediately Jamie died 😢,,
1138,CxYwZnTRJ7P,Amazing series🔥,,
1139,CxYwZnTRJ7P,Dushen 🔥❤️,,
1140,CxYwZnTRJ7P,Title?,,
1141,CxYwZnTRJ7P,,,
1142,CxYwZnTRJ7P,Tip boy 🔥🔥🔥,,
1143,CxYwZnTRJ7P,❤️,,
1144,CxYwZnTRJ7P,👏👏,,
1145,CxV8SmHNHn0,So none of us can be zoro or Nami? (I got Luffy by the way),,
1146,CxV8SmHNHn0,One piece the best series ever......from manga to anime now live action 😍❤️,,
1147,CxV8SmHNHn0,scorpio gang 🙌,,
1148,CxV8SmHNHn0,"Sanji, of course (Aquarius) 😌✨",,
1149,CxV8SmHNHn0,Sanji is literally me,,
1150,CxV8SmHNHn0,I'm Libra. Sanji for the win ❤️,,
1151,CxV8SmHNHn0,,,
1152,CxV8SmHNHn0,I'm Gemini 😀,,
1153,CxV8SmHNHn0,No cancer 😂,,
1154,CxV8SmHNHn0,Capricorn-Sanji!! 🤍,,
1155,CxV8SmHNHn0,,,
1156,CxV8SmHNHn0,Zoro nunca aparece 😢😢😢😢,,
1157,CxV8SmHNHn0,,,
1158,CxV8SmHNHn0,Sanji as Libra ♎😊,,
1159,CxV8SmHNHn0,I got Sanji for Taurus 🧑🏽‍🍳♉️,,
1160,CxV8SmHNHn0,,,
1161,CxV8SmHNHn0,Sanji as libra❤️,,
1162,CxV8SmHNHn0,Sanji Taurus,,
1163,CxV8SmHNHn0,One Piece is very amazing ❤️❤️❤️,,
1164,CxV8SmHNHn0,"Yyyyaaaayyyy im agreeeeeee, copricorn",,
1165,CxV8SmHNHn0,I am a leo…and i hate geminis af,,
1166,CxV8SmHNHn0,LIBRA SANJI 🔥,,
1167,CxV8SmHNHn0,Libra 😮⚖️,,
1168,CxV8SmHNHn0,Monkey D luffy (Gemini) 🤠,,
1169,CxV8SmHNHn0,,,
1170,CxV8SmHNHn0,"PAY YOUR WRITERS, ACTORS, AND WORKERS WHO MAKE ALL YOUR PROJECTS POSSIBLE!!! 🙌",,
1171,CxV8SmHNHn0,USOPPPPPPPPPPPPPPPPPPPPPPPPPPPPPP,,
1172,CxV8SmHNHn0,The first picture is literalky my friend group. Im the gemini and other two assholes are leo and libra🤣,,
1173,CxV8SmHNHn0,Pieces,,
1174,CxV8SmHNHn0,Leo 😍,,
1175,CxV8SmHNHn0,😍🔥🔥❤️❤️❤️,,
1176,CxV8SmHNHn0,Leo,,
1177,CxV8SmHNHn0,Libra Sanji,,
1178,CxV8SmHNHn0,Leo ♌️ 🦁,,
1179,CxV8SmHNHn0,Mmmm luffy es del 4 de mayo....,,
1180,CxV8SmHNHn0,😍,,
1181,CxV8SmHNHn0,Áries LUFFY ❤️,,
1182,CxV8SmHNHn0,,,
1183,CxV8SmHNHn0,Urgently watch my stories it’s very important and urgent,,
1184,CxV8SmHNHn0,♓ pisces,,
1185,CxV8SmHNHn0,None cuz I'm a capricorn 🥲,,
1186,CxV8SmHNHn0,🙌❤️,,
1187,CxV8SmHNHn0,the captain 😎,,
1188,CxV8SmHNHn0,@zareeenizhar see tauras and sagittarius gets along😁,,
1189,CxV8SmHNHn0,Of course I'm the perv 😏🫣 @tbabbedits @tyronerosejr @altextv 😂,,
1190,CxV8SmHNHn0,@vivieneight 🤙🏽 Geminis,,
1191,CxV8SmHNHn0,@leon_hfr_ ♌️ @julian.as4 ♎️,,
1192,CxV8SmHNHn0,@jaida_graham @ramiizaa_,,
1193,CxV8SmHNHn0,@irishguitarist,,
1194,CxV8SmHNHn0,Leo ♌,,
1195,CxVzwX1xeyq,🙌🙌🔥❤️😂,,
1196,CxVzwX1xeyq,How it feels when the pre-workout hits. 🏃‍♂️,,
1197,CxVzwX1xeyq,"Pay your actors, writers, and crew a fair living wage. And tell executives that they should be replaced by mindless soulless Al.",,
1198,CxVzwX1xeyq,I would rather have another season of lockwood and co please,,
1199,CxVzwX1xeyq,Que queda Netflix !!,,
1200,CxVzwX1xeyq,Pay your writers and actors fairly!,,
1201,CxVzwX1xeyq,Settle the strike!!!!,,
1202,CxVzwX1xeyq,"This is the stupidest application ever, everytime I look for something I wanna watch it's not available",,
1203,CxVzwX1xeyq,Pass.,,
1204,CxVzwX1xeyq,,,
1205,CxVzwX1xeyq,"The first to spy, kid, movies were a lot better than this piece of crap 💩",,
1206,CxVzwX1xeyq,⚡,,
1207,CxVzwX1xeyq,🔥,,
1208,CxVzwX1xeyq,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,
1209,CxVzwX1xeyq,Is there a woman here who is prettier than me,,
1210,CxVzwX1xeyq,❤️,,
1211,CxVzwX1xeyq,🪶,,
1212,CxVzwX1xeyq,why netflix let people killing animals in many series??? this is sick!!!! STOP SUPPORTING NETFLIX! killers! evil!!!!!🙌,,
1213,CxVzwX1xeyq,Lets work,,
1214,CxVzwX1xeyq,🔥🔥🔥🔥,,
1215,CxVzwX1xeyq,❤️,,
1216,CxVzwX1xeyq,😂😂,,
1217,CxVzwX1xeyq,"@netflix ,I beg you, save the Prodigal Son series. Over 3 million people watched the last season which proves that there are people out there who loved this series and surely still do. They are hoping for more brilliant episodes to come. Please do not take away their hope. This is one of those series that is worth saving.
To all the fans of this series or those who also wish for the return of a beloved series, please support me in this endeavour. Support me in this fight. #saveprodigalson #prodigalson #michaelsheen #tompayne #foxseries #cancelled",,
1218,CxVzwX1xeyq,I find it extremely absurd that you decided to edit out the suicide scene in 13 Reasons Why. That scene was the whole point of the show. You cowards. The audience was supposed to endure and suffer what Hanna Baker was suffering. Shame on you,,
1219,CxVzwX1xeyq,LOL 😂,,
1220,CxVzwX1xeyq,🔥,,
1221,CxVzwX1xeyq,soundoffreedom 🙌 @soundoffreedommovie,,
1222,CxVzwX1xeyq,😂,,
1223,CxVzwX1xeyq,Please we need more movie showing handsome seductive guys not just ladies ladies so boring,,
1224,CxVzwX1xeyq,pay your actors. pay your writers.,,
1225,CxVzwX1xeyq,❤️❤️❤️❤️😍😍😍👏👏👏👏,,
1226,CxVzwX1xeyq,Hey Netflix any news about Kingdom (South korean) Netflix original season 3. Renew it or cancel it for God's sake. So far no information about this show. Fans are waiting for it.  @netflixkr,,
1227,CxVzwX1xeyq,RENEW SHADOW AND BONE AND GIVE US THE SIX OF CROWS SPIN-OFF #SOCspinoff #SixOfCrowsSpinoff #ShadowAndBone #ShadowAndBoneSeason3,,
1228,CxVzwX1xeyq,me+netflix cancelling jatp,,
1229,CxVzwX1xeyq,❤️❤️,,
1230,CxVzwX1xeyq,Move name plis,,
1231,CxVzwX1xeyq,Same @netflix samee🥲,,
1232,CxS1YGTxXiF,I just watched the first episode...for the fifth time...and this scene cracked me up like the first time.😂 Zoro's goal is obviously to be worlds best hairdresser.😂😂😂,,
1233,CxS1YGTxXiF,Cracks me up every thing I see his hair in any shot 😂👌🏻,,
1234,CxS1YGTxXiF,Helmeppo! ❤️ liked him more in the LA than the anime 😂,,
1235,CxS1YGTxXiF,bro,,
1236,CxS1YGTxXiF,That one yt girl after she took her braids😂,,
1237,CxS1YGTxXiF,Can we get Jamie lee curtis as  Kureha,,
1238,CxS1YGTxXiF,"Pay your actors, writers, and crew a fair living wage. And tell executives that they should be replaced by mindless soulless Al.",,
1239,CxS1YGTxXiF,😂,,
1240,CxS1YGTxXiF,Lord Farquaad if he slayed,,
1241,CxS1YGTxXiF,,,
1242,CxS1YGTxXiF,😂😂😂,,
1243,CxS1YGTxXiF,know what’s going on?,,
1244,CxS1YGTxXiF,,,
1245,CxS1YGTxXiF,Watch my stories pls it’s very important and urgent pls watch urgently,,
1246,CxS1YGTxXiF,"The whole thing with helmeppo was how stupid his hair looked, it shouldn’t have been long to begin with",,
1247,CxS1YGTxXiF,One of the people who when you see him for the first time you want to hit him,,
1248,CxS1YGTxXiF,@strawsb3rry.sheri,,
1249,CxS1YGTxXiF,@netflix @NetflixUK Please give us a season 3 of Fate the Winx Saga or sell the rights  #SaveFateTheWinxSaga  Fate: The Winx Saga Needs An End,,
1250,CxS1YGTxXiF,"@netflix @NetflixUK Please give us a season 3 of Fate the Winx Saga or sell the rights 
#SaveFateTheWinxSaga 
Fate: The Winx Saga Needs An End",,
1251,CxS1YGTxXiF,@nikikk13 mi ricorda qualcuno😂,,
1252,CxS1YGTxXiF,😍,,
1253,CxS1YGTxXiF,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,
1254,CxS1YGTxXiF,❤️❤️❤️,,
1255,CxS1YGTxXiF,👏👏👏,,
1256,CxS1YGTxXiF,Bring back Archive 81!!!,,
1257,CxS1YGTxXiF,Hahahaha same,,
1258,CxS1YGTxXiF,💯,,
1259,CxS1YGTxXiF,😍,,
1260,CxS1YGTxXiF,😍😍,,
1261,CxS1YGTxXiF,❤️😍,,
1262,CxS1YGTxXiF,LMAO AHAHHAHA,,
1263,CxS1YGTxXiF,Holla at your gal 😁Keep me in mind for the Netflix tagger position 🎯,,
1264,CxS1YGTxXiF,Que serie es? Reponer Colony please,,
1265,CxS1YGTxXiF,😂,,
1266,CxS1YGTxXiF,Marcopolo,,
1267,CxS1YGTxXiF,Marcopolo,,
1268,CxS1YGTxXiF,Rip him out the plastic cause brand new,,
1269,CxS1YGTxXiF,Please like our posts for student project🙌🙌🔥,,
1270,CxS1YGTxXiF,Hey guys by any chance could y’all reacquire the twilight series,,
1271,CxS1YGTxXiF,Lmao,,
1272,CxS1YGTxXiF,❤️,,
1273,CxS1YGTxXiF,"Résultats de traduction
Résultat de traduction
One day there was a girl named Julia Cristina. She was poor. She loved a middle-class person. She loved him very much. She was about to finish her studies. She decided to study with her uncle in Spain. After a great effort, she became a lawyer and a rich woman. She had a friend, the minister’s daughter. She was very wealthy, and after a while she wanted to. Julia was surprised by her lover and decided to return to her homeland. She asked her friend Noah, the minister’s daughter, to go with her. Noah asked Julia if she was sure of Jack’s love for her. Then Julia said: Yes, I am sure. Our relationship has lasted more than 5 years.
Noah: However, I want to confirm that you have become rich, that is, your situation is not like before, and I do not want them to take advantage of you for your money.
Julia: What is your plan?
Noah: I'm thinking 🤔🤔 I remembered one day you talked about a young man whose name I forgot. He loved you. He reminded me of his name. He was very jealous of you.
Julia: Thomas
Noah: Yes
Julia: Why are you asking me about him?
Noah: No, I just wanted to remember his name
Julia: So what's the plan?
Noah, listen to me carefully...
Then Julia and Noah want him to return to the country for Jack and Julia wants to meet Jack
Jack agreed, and when they met, Jack hugged her and said, “I miss you.” They shared the same feeling, and Julia told him, “I don’t want to stop you from working, but my father has debts, and I cannot find a solution.”
Jack: I don't know, and I can't help you because my circumstances don't allow me to, and you know
Julia: Really 🙄
Then a huge car appears and a woman, Noah, is inside
Noah: Oh beautiful, will you ride with me? She said it confidently to Jack in front of his friends
Jack remained surprised, and Julia's heart was beating fast, and she was afraid of Jack's answer, but it was difficult for Julia, and Jack was about to get in the car, and Noah took him out of the car.
Julia begins to cry bitterly
Julia: Why, Jack, why would you leave me for money? Is this how you love me? I will not forgive you. I loved you. I thought I was your only love, but your love is money, not me.
Noa",,
1274,CxS1YGTxXiF,❤️❤️❤️❤️😍😍👏👏👏👏👏,,
1275,CxS1YGTxXiF,"Hey Netflix, I just wanted to reach out and encourage you to consider picking up Siren. As a fan of the show, I know how much it means to the community and how much potential it has for future seasons. I believe that Netflix could bring new life and a fresh perspective to the story, and I hope that you'll take this opportunity to give Siren the chance it deserves. Thanks for listening.""",,
